Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
07-01-2020,1,Andaman and Nicobar Islands,47,50,0,97
07-01-2020,2,Andhra Pradesh,7897,6511,187,14595
07-01-2020,3,Arunachal Pradesh,128,62,1,191
07-01-2020,4,Assam,2568,5647,12,8227
07-01-2020,5,Bihar,2289,7687,67,10043
07-01-2020,6,Chandigarh,70,364,6,440
07-01-2020,7,Chhattisgarh,597,2250,13,2860
07-01-2020,8,Dadra and Nagar Haveli and Daman and Diu,131,82,0,213
07-01-2020,9,Delhi,26270,58348,2742,87360
07-01-2020,10,Goa,716,596,3,1315
07-01-2020,11,Gujarat,7049,23662,1846,32557
07-01-2020,12,Haryana,4340,9972,236,14548
07-01-2020,13,Himachal Pradesh,363,580,10,953
07-01-2020,14,Jammu and Kashmir,2674,4722,101,7497
07-01-2020,15,Jharkhand,591,1884,15,2490
07-01-2020,16,Karnataka,7078,7918,246,15242
07-01-2020,17,Kerala,2112,2306,24,4442
07-01-2020,18,Ladakh,324,648,1,973
07-01-2020,19,Madhya Pradesh,2626,10395,572,13593
07-01-2020,20,Maharashtra,75995,90911,7855,174761
07-01-2020,21,Manipur,681,553,0,1234
07-01-2020,22,Meghalaya,9,42,1,52
07-01-2020,23,Mizoram,38,122,0,160
07-01-2020,24,Nagaland,291,168,0,459
07-01-2020,25,Odisha,1851,5189,25,7065
07-01-2020,26,Puducherry,430,272,12,714
07-01-2020,27,Punjab,1557,3867,144,5568
07-01-2020,28,Rajasthan,3381,14220,413,18014
07-01-2020,29,Sikkim,37,52,0,89
07-01-2020,30,Tamil Nadu,38892,50074,1201,90167
07-01-2020,31,Telangana,8785,7294,260,16339
07-01-2020,32,Tripura,301,1086,1,1388
07-01-2020,33,Uttarakhand,609,2231,41,2881
07-01-2020,34,Uttar Pradesh,6711,16084,697,23492
07-01-2020,35,West Bengal,5761,12130,668,18559
"",Cases being reassigned to states,6915,"","",6915
"",Total#,220114,347979,17400,585493
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
