Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
06-25-2020,1,Andaman and Nicobar Islands,13,43,0,56
06-25-2020,2,Andhra Pradesh,5428,4779,124,10331
06-25-2020,3,Arunachal Pradesh,120,38,0,158
06-25-2020,4,Assam,2231,3958,9,6198
06-25-2020,5,Bihar,2039,6113,57,8209
06-25-2020,6,Chandigarh,91,323,6,420
06-25-2020,7,Chhattisgarh,780,1627,12,2419
06-25-2020,8,Dadra and Nagar Haveli and Daman and Diu,90,30,0,120
06-25-2020,9,Delhi,26588,41437,2365,70390
06-25-2020,10,Goa,660,289,2,951
06-25-2020,11,Gujarat,6120,21088,1735,28943
06-25-2020,12,Haryana,4897,6925,188,12010
06-25-2020,13,Himachal Pradesh,332,466,8,806
06-25-2020,14,Jammu and Kashmir,2516,3818,88,6422
06-25-2020,15,Jharkhand,626,1570,11,2207
06-25-2020,16,Karnataka,3803,6151,164,10118
06-25-2020,17,Kerala,1693,1888,22,3603
06-25-2020,18,Ladakh,666,274,1,941
06-25-2020,19,Madhya Pradesh,2441,9473,534,12448
06-25-2020,20,Maharashtra,62369,73792,6739,142900
06-25-2020,21,Manipur,642,328,0,970
06-25-2020,22,Meghalaya,3,42,1,46
06-25-2020,23,Mizoram,123,19,0,142
06-25-2020,24,Nagaland,199,148,0,347
06-25-2020,25,Odisha,1612,4123,17,5752
06-25-2020,26,Puducherry,276,176,9,461
06-25-2020,27,Punjab,1415,3099,113,4627
06-25-2020,28,Rajasthan,3023,12611,375,16009
06-25-2020,29,Sikkim,45,39,0,84
06-25-2020,30,Tamil Nadu,28839,37763,866,67468
06-25-2020,31,Telangana,5858,4361,225,10444
06-25-2020,32,Tripura,361,897,1,1259
06-25-2020,33,Uttarakhand,867,1721,35,2623
06-25-2020,34,Uttar Pradesh,6375,12586,596,19557
06-25-2020,35,West Bengal,4880,9702,591,15173
"",Cases being reassigned to states,8493,"","",8493
"",Total#,186514,271697,14894,473105
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
