Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
07-13-2020,1,Andaman and Nicobar Islands,70,93,0,163
07-13-2020,2,Andhra Pradesh,13428,15412,328,29168
07-13-2020,3,Arunachal Pradesh,219,138,2,359
07-13-2020,4,Assam,5610,10426,35,16071
07-13-2020,5,Bihar,5001,11498,143,16642
07-13-2020,6,Chandigarh,134,417,8,559
07-13-2020,7,Chhattisgarh,887,3153,19,4059
07-13-2020,8,Dadra and Nagar Haveli and Daman and Diu,234,245,0,479
07-13-2020,9,Delhi,19155,89968,3371,112494
07-13-2020,10,Goa,952,1487,14,2453
07-13-2020,11,Gujarat,10613,29162,2045,41820
07-13-2020,12,Haryana,4956,15983,301,21240
07-13-2020,13,Himachal Pradesh,273,929,11,1213
07-13-2020,14,Jammu and Kashmir,4355,5979,179,10513
07-13-2020,15,Jharkhand,1418,2308,30,3756
07-13-2020,16,Karnataka,22750,15409,684,38843
07-13-2020,17,Kerala,3747,4095,31,7873
07-13-2020,18,Ladakh,157,928,1,1086
07-13-2020,19,Madhya Pradesh,4103,12876,653,17632
07-13-2020,20,Maharashtra,103813,140325,10289,254427
07-13-2020,21,Manipur,713,896,0,1609
07-13-2020,22,Meghalaya,238,66,2,306
07-13-2020,23,Mizoram,81,150,0,231
07-13-2020,24,Nagaland,447,327,0,774
07-13-2020,25,Odisha,4307,8750,64,13121
07-13-2020,26,Puducherry,661,739,18,1418
07-13-2020,27,Punjab,2230,5392,199,7821
07-13-2020,28,Rajasthan,5779,18103,510,24392
07-13-2020,29,Sikkim,72,81,0,153
07-13-2020,30,Tamil Nadu,46972,89532,1966,138470
07-13-2020,31,Telangana,11833,22482,356,34671
07-13-2020,32,Tripura,631,1421,2,2054
07-13-2020,33,Uttarakhand,704,2786,47,3537
07-13-2020,34,Uttar Pradesh,12208,23334,934,36476
07-13-2020,35,West Bengal,10500,18581,932,30013
"",Cases being reassigned to states,2358,"","",2358
"",Total#,301609,553471,23174,878254
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
