Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
06-02-2020,1,Andaman and Nicobar Islands,0,33,0,33
06-02-2020,2,Andhra Pradesh,1341,2378,64,3783
06-02-2020,3,Arunachal Pradesh,21,1,0,22
06-02-2020,4,Assam,1109,277,4,1390
06-02-2020,5,Bihar,2002,1900,24,3926
06-02-2020,6,Chandigarh,91,199,4,294
06-02-2020,7,Chhattisgarh,424,122,1,547
06-02-2020,8,Dadar Nagar Haveli,2,1,0,3
06-02-2020,9,Delhi,11565,8746,523,20834
06-02-2020,10,Goa,29,42,0,71
06-02-2020,11,Gujarat,5357,10780,1063,17200
06-02-2020,12,Haryana,1280,1055,21,2356
06-02-2020,13,Himachal Pradesh,213,122,5,340
06-02-2020,14,Jammu and Kashmir,1624,946,31,2601
06-02-2020,15,Jharkhand,358,296,5,659
06-02-2020,16,Karnataka,2028,1328,52,3408
06-02-2020,17,Kerala,708,608,10,1326
06-02-2020,18,Ladakh,34,43,0,77
06-02-2020,19,Madhya Pradesh,2922,5003,358,8283
06-02-2020,20,Maharashtra,37543,30108,2362,70013
06-02-2020,21,Manipur,72,11,0,83
06-02-2020,22,Meghalaya,14,12,1,27
06-02-2020,23,Mizoram,0,1,0,1
06-02-2020,24,Nagaland,43,0,0,43
06-02-2020,25,Odisha,852,1245,7,2104
06-02-2020,26,Puducherry,49,25,0,74
06-02-2020,27,Punjab,256,2000,45,2301
06-02-2020,28,Rajasthan,2742,6040,198,8980
06-02-2020,29,Sikkim,1,0,0,1
06-02-2020,30,Tamil Nadu,10141,13170,184,23495
06-02-2020,31,Telengana,1213,1491,88,2792
06-02-2020,32,Tripura,247,173,0,420
06-02-2020,33,Uttarakhand,730,222,6,958
06-02-2020,34,Uttar Pradesh,3015,4843,217,8075
06-02-2020,35,West Bengal,3141,2306,325,5772
"",Cases being reassigned to states,6414,"","",6414
"",Total#,97581,95527,5598,198706
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
