Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
06-06-2020,1,Andaman and Nicobar Islands,0,33,0,33
06-06-2020,2,Andhra Pradesh,1654,2576,73,4303
06-06-2020,3,Arunachal Pradesh,44,1,0,45
06-06-2020,4,Assam,1651,498,4,2153
06-06-2020,5,Bihar,2342,2225,29,4596
06-06-2020,6,Chandigarh,77,222,5,304
06-06-2020,7,Chhattisgarh,633,244,2,879
06-06-2020,8,Dadar Nagar Haveli,13,1,0,14
06-06-2020,9,Delhi,15311,10315,708,26334
06-06-2020,10,Goa,131,65,0,196
06-06-2020,11,Gujarat,4901,13003,1190,19094
06-06-2020,12,Haryana,1439,2134,24,3597
06-06-2020,13,Himachal Pradesh,199,189,5,393
06-06-2020,14,Jammu and Kashmir,2202,1086,36,3324
06-06-2020,15,Jharkhand,464,410,7,881
06-06-2020,16,Karnataka,3090,1688,57,4835
06-06-2020,17,Kerala,973,712,14,1699
06-06-2020,18,Ladakh,48,48,1,97
06-06-2020,19,Madhya Pradesh,2734,5878,384,8996
06-06-2020,20,Maharashtra,42224,35156,2849,80229
06-06-2020,21,Manipur,91,41,0,132
06-06-2020,22,Meghalaya,19,13,1,33
06-06-2020,23,Mizoram,21,1,0,22
06-06-2020,24,Nagaland,94,0,0,94
06-06-2020,25,Odisha,996,1604,8,2608
06-06-2020,26,Puducherry,63,36,0,99
06-06-2020,27,Punjab,344,2069,48,2461
06-06-2020,28,Rajasthan,2507,7359,218,10084
06-06-2020,29,Sikkim,3,0,0,3
06-06-2020,30,Tamil Nadu,12700,15762,232,28694
06-06-2020,31,Telengana,1550,1627,113,3290
06-06-2020,32,Tripura,519,173,0,692
06-06-2020,33,Uttarakhand,860,344,11,1215
06-06-2020,34,Uttar Pradesh,3828,5648,257,9733
06-06-2020,35,West Bengal,4025,2912,366,7303
"",Cases being reassigned to states,8192,"","",8192
"",Total#,115942,114073,6642,236657
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
