Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
07-22-2020,1,Andaman and Nicobar Islands,53,159,0,212
07-22-2020,2,Andhra Pradesh,32336,25574,758,58668
07-22-2020,3,Arunachal Pradesh,552,303,3,858
07-22-2020,4,Assam,7291,18033,58,25382
07-22-2020,5,Bihar,10220,18515,217,28952
07-22-2020,6,Chandigarh,221,518,12,751
07-22-2020,7,Chhattisgarh,1586,4114,29,5729
07-22-2020,8,Dadra and Nagar Haveli and Daman and Diu,240,463,2,705
07-22-2020,9,Delhi,15288,106118,3690,125096
07-22-2020,10,Goa,1552,2449,26,4027
07-22-2020,11,Gujarat,11760,36423,2196,50379
07-22-2020,12,Haryana,6146,20952,364,27462
07-22-2020,13,Himachal Pradesh,576,1077,11,1664
07-22-2020,14,Jammu and Kashmir,6540,8455,263,15258
07-22-2020,15,Jharkhand,3200,2904,55,6159
07-22-2020,16,Karnataka,44146,25459,1464,71069
07-22-2020,17,Kerala,8060,5890,44,13994
07-22-2020,18,Ladakh,186,1010,2,1198
07-22-2020,19,Madhya Pradesh,7082,16257,756,24095
07-22-2020,20,Maharashtra,132538,182217,12276,327031
07-22-2020,21,Manipur,615,1400,0,2015
07-22-2020,22,Meghalaya,416,70,4,490
07-22-2020,23,Mizoram,149,168,0,317
07-22-2020,24,Nagaland,545,485,0,1030
07-22-2020,25,Odisha,5344,13310,103,18757
07-22-2020,26,Puducherry,831,1318,30,2179
07-22-2020,27,Punjab,3237,7389,263,10889
07-22-2020,28,Rajasthan,8052,22744,577,31373
07-22-2020,29,Sikkim,222,108,0,330
07-22-2020,30,Tamil Nadu,51347,126670,2626,180643
07-22-2020,31,Telangana,9891,37385,429,47705
07-22-2020,32,Tripura,1397,1926,8,3331
07-22-2020,33,Uttarakhand,1497,3297,55,4849
07-22-2020,34,Uttar Pradesh,20204,31855,1229,53288
07-22-2020,35,West Bengal,17813,28035,1182,47030
"",Total#,411133,753050,28732,1192915
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
