Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
06-13-2020,1,Andaman and Nicobar Islands,5,33,0,38
06-13-2020,2,Andhra Pradesh,2495,3105,80,5680
06-13-2020,3,Arunachal Pradesh,63,4,0,67
06-13-2020,4,Assam,1953,1537,8,3498
06-13-2020,5,Bihar,2480,3587,36,6103
06-13-2020,6,Chandigarh,43,286,5,334
06-13-2020,7,Chhattisgarh,873,550,6,1429
06-13-2020,8,Dadra and Nagar Haveli and Daman and Diu,28,2,0,30
06-13-2020,9,Delhi,22212,13398,1214,36824
06-13-2020,10,Goa,394,69,0,463
06-13-2020,11,Gujarat,5619,15493,1415,22527
06-13-2020,12,Haryana,3789,2475,70,6334
06-13-2020,13,Himachal Pradesh,183,297,6,486
06-13-2020,14,Jammu and Kashmir,2591,2086,53,4730
06-13-2020,15,Jharkhand,937,672,8,1617
06-13-2020,16,Karnataka,2997,3440,79,6516
06-13-2020,17,Kerala,1303,1000,19,2322
06-13-2020,18,Ladakh,176,62,1,239
06-13-2020,19,Madhya Pradesh,2802,7201,440,10443
06-13-2020,20,Maharashtra,49628,47796,3717,101141
06-13-2020,21,Manipur,308,77,0,385
06-13-2020,22,Meghalaya,21,22,1,44
06-13-2020,23,Mizoram,103,1,0,104
06-13-2020,24,Nagaland,107,49,0,156
06-13-2020,25,Odisha,1014,2474,10,3498
06-13-2020,26,Puducherry,88,67,2,157
06-13-2020,27,Punjab,641,2282,63,2986
06-13-2020,28,Rajasthan,2898,8898,272,12068
06-13-2020,29,Sikkim,61,2,0,63
06-13-2020,30,Tamil Nadu,18284,22047,367,40698
06-13-2020,31,Telangana,2032,2278,174,4484
06-13-2020,32,Tripura,682,278,1,961
06-13-2020,33,Uttarakhand,756,947,21,1724
06-13-2020,34,Uttar Pradesh,4642,7609,365,12616
06-13-2020,35,West Bengal,5587,4206,451,10244
"",Cases being reassigned to states,7984,"","",7984
"",Total#,145779,154330,8884,308993
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
