Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
06-24-2020,1,Andaman and Nicobar Islands,10,40,0,50
06-24-2020,2,Andhra Pradesh,5284,4599,119,10002
06-24-2020,3,Arunachal Pradesh,126,22,0,148
06-24-2020,4,Assam,2060,3762,9,5831
06-24-2020,5,Bihar,1993,6104,56,8153
06-24-2020,6,Chandigarh,90,322,6,418
06-24-2020,7,Chhattisgarh,797,1553,12,2362
06-24-2020,8,Dadra and Nagar Haveli and Daman and Diu,91,29,0,120
06-24-2020,9,Delhi,24988,39313,2301,66602
06-24-2020,10,Goa,703,205,1,909
06-24-2020,11,Gujarat,6148,20513,1710,28371
06-24-2020,12,Haryana,4844,6498,178,11520
06-24-2020,13,Himachal Pradesh,324,443,8,775
06-24-2020,14,Jammu and Kashmir,2507,3642,87,6236
06-24-2020,15,Jharkhand,654,1520,11,2185
06-24-2020,16,Karnataka,3567,6004,150,9721
06-24-2020,17,Kerala,1620,1809,22,3451
06-24-2020,18,Ladakh,783,148,1,932
06-24-2020,19,Madhya Pradesh,2401,9335,525,12261
06-24-2020,20,Maharashtra,62848,69631,6531,139010
06-24-2020,21,Manipur,663,258,0,921
06-24-2020,22,Meghalaya,8,37,1,46
06-24-2020,23,Mizoram,133,9,0,142
06-24-2020,24,Nagaland,189,141,0,330
06-24-2020,25,Odisha,1465,3988,17,5470
06-24-2020,26,Puducherry,228,165,9,402
06-24-2020,27,Punjab,1245,3047,105,4397
06-24-2020,28,Rajasthan,3049,12213,365,15627
06-24-2020,29,Sikkim,50,29,0,79
06-24-2020,30,Tamil Nadu,28431,35339,833,64603
06-24-2020,31,Telangana,5109,4224,220,9553
06-24-2020,32,Tripura,451,807,1,1259
06-24-2020,33,Uttarakhand,903,1602,30,2535
06-24-2020,34,Uttar Pradesh,6189,12116,588,18893
06-24-2020,35,West Bengal,4930,9218,580,14728
"",Cases being reassigned to states,8141,"","",8141
"",Total#,183022,258685,14476,456183
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
