Date,S. No.,Name of State / UT,Total Confirmed cases (Including 77 foreign Nationals) ,Cured/Discharged/Migrated,Death
04-21-2020,1,Andaman and Nicobar Islands,16,11,0
04-21-2020,2,Andhra Pradesh,757,96,22
04-21-2020,3,Arunachal Pradesh,1,1,0
04-21-2020,4,Assam,35,19,1
04-21-2020,5,Bihar,114,42,2
04-21-2020,6,Chandigarh,26,13,0
04-21-2020,7,Chhattisgarh,36,25,0
04-21-2020,8,Delhi,2081,431,47
04-21-2020,9,Goa,7,7,0
04-21-2020,10,Gujarat,2066,131,77
04-21-2020,11,Haryana,254,127,3
04-21-2020,12,Himachal Pradesh,39,16,1
04-21-2020,13,Jammu and Kashmir,368,71,5
04-21-2020,14,Jharkhand,46,0,2
04-21-2020,15,Karnataka,415,114,17
04-21-2020,16,Kerala,408,291,3
04-21-2020,17,Ladakh,18,14,0
04-21-2020,18,Madhya Pradesh,1540,127,76
04-21-2020,19,Maharashtra,4669,572,232
04-21-2020,20,Manipur,2,2,0
04-21-2020,21,Meghalaya,11,0,1
04-21-2020,22,Mizoram,1,0,0
04-21-2020,23,Nagaland,0,0,0
04-21-2020,24,Odisha,74,24,1
04-21-2020,25,Puducherry,7,3,0
04-21-2020,26,Punjab,245,39,16
04-21-2020,27,Rajasthan,1576,205,25
04-21-2020,28,Tamil Nadu,1520,457,17
04-21-2020,29,Telengana,919,190,23
04-21-2020,30,Tripura,2,1,0
04-21-2020,31,Uttarakhand,46,18,0
04-21-2020,32,Uttar Pradesh,1294,140,20
04-21-2020,33,West Bengal,392,73,12
Total number of confirmed cases in India,18985*,3260,603
*Our figures are being reconciled with ICMR
