Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
07-20-2020,1,Andaman and Nicobar Islands,58,145,0,203
07-20-2020,2,Andhra Pradesh,26118,22890,642,49650
07-20-2020,3,Arunachal Pradesh,455,282,3,740
07-20-2020,4,Assam,7919,16023,57,23999
07-20-2020,5,Bihar,10044,16308,217,26569
07-20-2020,6,Chandigarh,217,488,12,717
07-20-2020,7,Chhattisgarh,1608,3775,24,5407
07-20-2020,8,Dadra and Nagar Haveli and Daman and Diu,189,414,2,605
07-20-2020,9,Delhi,16031,103134,3628,122793
07-20-2020,10,Goa,1417,2218,22,3657
07-20-2020,11,Gujarat,11312,34901,2142,48355
07-20-2020,12,Haryana,6022,19793,349,26164
07-20-2020,13,Himachal Pradesh,413,1059,11,1483
07-20-2020,14,Jammu and Kashmir,5844,7811,244,13899
07-20-2020,15,Jharkhand,2770,2716,49,5535
07-20-2020,16,Karnataka,39376,23065,1331,63772
07-20-2020,17,Kerala,7067,5371,42,12480
07-20-2020,18,Ladakh,173,1003,2,1178
07-20-2020,19,Madhya Pradesh,6568,15311,721,22600
07-20-2020,20,Maharashtra,129032,169569,11854,310455
07-20-2020,21,Manipur,698,1213,0,1911
07-20-2020,22,Meghalaya,382,66,2,450
07-20-2020,23,Mizoram,117,167,0,284
07-20-2020,24,Nagaland,543,445,0,988
07-20-2020,25,Odisha,4893,12453,91,17437
07-20-2020,26,Puducherry,817,1154,28,1999
07-20-2020,27,Punjab,3311,6535,254,10100
07-20-2020,28,Rajasthan,7145,21730,559,29434
07-20-2020,29,Sikkim,191,92,0,283
07-20-2020,30,Tamil Nadu,50297,117915,2481,170693
07-20-2020,31,Telangana,12223,32438,415,45076
07-20-2020,32,Tripura,1114,1759,5,2878
07-20-2020,33,Uttarakhand,1347,3116,52,4515
07-20-2020,34,Uttar Pradesh,18256,29845,1146,49247
07-20-2020,35,West Bengal,16492,24883,1112,42487
"",Total#,390459,700087,27497,1118043
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
