Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
06-27-2020,1,Andaman and Nicobar Islands,29,43,0,72
06-27-2020,2,Andhra Pradesh,6145,5196,148,11489
06-27-2020,3,Arunachal Pradesh,129,42,1,172
06-27-2020,4,Assam,2339,4259,9,6607
06-27-2020,5,Bihar,1896,6762,58,8716
06-27-2020,6,Chandigarh,84,335,6,425
06-27-2020,7,Chhattisgarh,618,1914,13,2545
06-27-2020,8,Dadra and Nagar Haveli and Daman and Diu,122,41,0,163
06-27-2020,9,Delhi,27657,47091,2492,77240
06-27-2020,10,Goa,667,370,2,1039
06-27-2020,11,Gujarat,6294,22030,1771,30095
06-27-2020,12,Haryana,4657,8016,211,12884
06-27-2020,13,Himachal Pradesh,353,502,9,864
06-27-2020,14,Jammu and Kashmir,2591,4080,91,6762
06-27-2020,15,Jharkhand,635,1643,12,2290
06-27-2020,16,Karnataka,3909,6916,180,11005
06-27-2020,17,Kerala,1846,2008,22,3876
06-27-2020,18,Ladakh,587,358,1,946
06-27-2020,19,Madhya Pradesh,2448,9804,546,12798
06-27-2020,20,Maharashtra,65844,79815,7106,152765
06-27-2020,21,Manipur,682,393,0,1075
06-27-2020,22,Meghalaya,4,42,1,47
06-27-2020,23,Mizoram,115,30,0,145
06-27-2020,24,Nagaland,209,162,0,371
06-27-2020,25,Odisha,1741,4422,17,6180
06-27-2020,26,Puducherry,306,187,9,502
06-27-2020,27,Punjab,1634,3201,122,4957
06-27-2020,28,Rajasthan,3218,13062,380,16660
06-27-2020,29,Sikkim,47,39,0,86
06-27-2020,30,Tamil Nadu,32308,41357,957,74622
06-27-2020,31,Telangana,7346,4766,237,12349
06-27-2020,32,Tripura,269,1055,1,1325
06-27-2020,33,Uttarakhand,866,1822,37,2725
06-27-2020,34,Uttar Pradesh,6730,13583,630,20943
06-27-2020,35,West Bengal,5039,10535,616,16190
"",Cases being reassigned to states,8023,"","",8023
"",Total#,197387,295881,15685,508953
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
