Date,S. No.,Name of State / UT,Active Cases*,Cured/Discharged/Migrated*,Deaths**,Total Confirmed cases*
07-05-2020,1,Andaman and Nicobar Islands,53,66,0,119
07-05-2020,2,Andhra Pradesh,9473,8008,218,17699
07-05-2020,3,Arunachal Pradesh,182,76,1,259
07-05-2020,4,Assam,3997,6657,14,10668
07-05-2020,5,Bihar,2925,8686,89,11700
07-05-2020,6,Chandigarh,59,395,6,460
07-05-2020,7,Chhattisgarh,598,2549,14,3161
07-05-2020,8,Dadra and Nagar Haveli and Daman and Diu,175,96,0,271
07-05-2020,9,Delhi,25940,68256,3004,97200
07-05-2020,10,Goa,853,825,6,1684
07-05-2020,11,Gujarat,7981,25406,1925,35312
07-05-2020,12,Haryana,4031,12257,260,16548
07-05-2020,13,Himachal Pradesh,331,704,11,1046
07-05-2020,14,Jammu and Kashmir,2976,5143,127,8246
07-05-2020,15,Jharkhand,687,2035,17,2739
07-05-2020,16,Karnataka,11970,9244,335,21549
07-05-2020,17,Kerala,2131,3048,25,5204
07-05-2020,18,Ladakh,178,826,1,1005
07-05-2020,19,Madhya Pradesh,2772,11234,598,14604
07-05-2020,20,Maharashtra,83311,108082,8671,200064
07-05-2020,21,Manipur,658,667,0,1325
07-05-2020,22,Meghalaya,18,43,1,62
07-05-2020,23,Mizoram,34,130,0,164
07-05-2020,24,Nagaland,335,228,0,563
07-05-2020,25,Odisha,2633,5934,34,8601
07-05-2020,26,Puducherry,459,331,12,802
07-05-2020,27,Punjab,1641,4306,162,6109
07-05-2020,28,Rajasthan,3445,15640,447,19532
07-05-2020,29,Sikkim,45,58,0,103
07-05-2020,30,Tamil Nadu,44959,60592,1450,107001
07-05-2020,31,Telangana,10487,11537,288,22312
07-05-2020,32,Tripura,343,1202,1,1546
07-05-2020,33,Uttarakhand,549,2502,42,3093
07-05-2020,34,Uttar Pradesh,7627,18154,773,26554
07-05-2020,35,West Bengal,6329,14166,736,21231
"",Cases being reassigned to states,4629,"","",4629
"",Total#,244814,409083,19268,673165
*(Including foreign Nationals)
**( more than 70% cases due to comorbidities )
#States wise distribution is subject to further verification and reconciliation
#Our figures are being reconciled with ICMR
